ID,ROSCOE-SA,ROSCOE-SS,ROSCOE-LI,ROSCOE-LC,overall
0,0.6782695166500557,0.5878650844097137,0.00310850143432615,0.31742126487300043,0.39666609184177404
1,0.6814163964954388,0.5931224140028158,0.037187755107879604,0.3217187461084324,0.40836132792864166
2,0.6741074392967705,0.5873470815519491,0.0101103782653808,0.35063668893812816,0.4055503970130572
3,0.6741790703787903,0.5867807678878307,0.0101103782653808,0.3545154369036082,0.40639641335890253
4,0.6632627440409703,0.5599904724707206,0.00761225819587705,0.3592267013602877,0.3975230440169639
5,0.6723914418089517,0.5694695872565111,0.0092122554779052,0.3566130092120941,0.40192157343886553
6,0.6663365607617966,0.5616947375237942,0.0031665563583373503,0.3244959142797426,0.3889234422309177
7,0.6643622679406451,0.5657478918631872,0.00419527292251585,0.34344196703753943,0.3944368499409719
8,0.6771569654050766,0.5720407230158647,0.3736018240451813,0.38120423938593084,0.5010009379630134
9,0.6810894946774503,0.5867826975882053,0.3736018240451813,0.3797667802132111,0.5053101991310119
10,0.680679477093116,0.5853579118847847,0.3736018240451813,0.3750769650364502,0.5036790445148831
11,0.6770738760527116,0.5701359032342831,0.3733364343643188,0.3100127616653433,0.4826397438291642
12,0.6856123930448355,0.5768436715006828,0.015152424573898302,0.3609801224958748,0.40964715290382286
13,0.7037902094114864,0.5758072398602962,0.0406391024589538,0.3691853698504218,0.4223554803952896
14,0.6751085292361804,0.577569030225277,0.021574378013610798,0.3285017161127518,0.40068841339695505
15,0.6839378655965895,0.5794737624625365,0.0580697655677795,0.368967234835593,0.42261215711562466
16,0.67634612153281,0.5762594466408094,0.020668089389800998,0.3809756378528698,0.41356232385407254
17,0.672698764236887,0.5881395985682806,0.035861849784851005,0.3938123337014745,0.4226281365728733
18,0.6716692450424612,0.5800224170088768,0.033835232257843,0.4152971653987251,0.4252060149269765
19,0.6702512687026613,0.5746503869692484,0.0120228230953216,0.40796265307704277,0.41622178296106854
20,0.6400093070132394,0.5767897876600424,0.2752706855535507,0.37419912780706144,0.46656722700847353
21,0.6435739719720699,0.57676920418938,0.42287263274192805,0.2782301942998722,0.4803615008008126
22,0.6392999018035392,0.5680291845152775,0.32348909974098206,0.37030637820505546,0.47528114106621355
23,0.638916524258887,0.5680147347350916,0.04482057690620415,0.2863669952552706,0.38452970778886336
24,0.651702883371708,0.5584884344910582,0.0435647070407867,0.35064901708016405,0.4011012604959293
25,0.648150048634373,0.5652881606171528,0.01397874951362605,0.3474702984945236,0.3937218143149189
26,0.6499242849869402,0.5645093796774745,0.06896725296974181,0.37779171369659903,0.41529815783268886
27,0.6486411926901499,0.5676465084155401,0.00676101446151725,0.33093044278845507,0.3884947895889156
28,0.6515832997810242,0.5734687363728881,0.056496113538742,0.3742607283586533,0.4139522195128269
29,0.6571389007514334,0.571099846313397,0.0160988867282867,0.3954440365116385,0.40994541757618896
30,0.652694041520436,0.5654938724668076,0.0527696907520294,0.36473306126096217,0.4089226665000588
31,0.6762100524075803,0.5719289984554052,0.006217628717422451,0.31816841167651894,0.3931312728142317
32,0.6726523005205473,0.5674726453920206,0.02320203185081475,0.23990359625393762,0.37580764350433005
33,0.6522007546229186,0.569429357846578,0.39149201661348343,0.3440789787732797,0.4893002769640649
34,0.6499247641768264,0.5667489642898241,0.0411102473735809,0.3472890513998213,0.4012682568100132
35,0.641205985999416,0.5692386608570814,0.16374009847640986,0.3948683920873143,0.44226328435505546
36,0.6554546829215868,0.5668906820937991,0.0020813941955566,0.36400015036988786,0.3971067273952076
37,0.6563303393519224,0.5752458684146404,0.0019786059856414,0.3700360470127163,0.4008977151912302
38,0.6561378432726844,0.56961107502381,0.0019786059856414,0.36695145555049735,0.3986697449581583
39,0.6662557009084507,0.5758749836434921,0.00216498970985405,0.3514249161407637,0.3989301476006401
40,0.6794184100762382,0.5808269067977866,0.08825618028640744,0.35557529022949735,0.42601919684748235
41,0.6978729805867502,0.5778511303166548,0.03786578774452205,0.3100178712571295,0.40590194247626415
42,0.6890778609987336,0.5750819959988197,0.00334072113037105,0.4199929159517695,0.42187337351992343
43,0.6793344148607658,0.5774299371987581,0.0511032342910766,0.3092105038522511,0.4042695225507129
44,0.6595341917452477,0.5778419350584348,0.0094038844108581,0.40094499939105627,0.41193125265139924
45,0.6625792255716618,0.5789683411518732,0.10858318209648125,0.3877948711679702,0.4344814049969966
46,0.6664643363143948,0.5800739539166292,0.0528512895107269,0.4239989865334392,0.43084714156879755
47,0.6708363277916706,0.5850839726626873,0.042254745960235554,0.4295705444838318,0.43193639772460635
48,0.6424669096478395,0.5719987265765667,0.02258455753326415,0.39473841881440774,0.40794715314301955
49,0.6448919596328276,0.5606526983125756,0.0483787357807159,0.3890805666606532,0.4107509900966931
50,0.645990770997075,0.5712412723029653,0.0057916343212127,0.30782414655994944,0.3827119560453006
51,0.6447529637129332,0.5614074308735629,0.10345083475112911,0.3915902975611888,0.4253003817247035
52,0.6388574368589641,0.5619443432660773,0.33719696104526514,0.31611290263896136,0.463527910952317
53,0.6479812485301691,0.5682921297848225,0.020086467266082698,0.3507404588424744,0.39677507610588714
