ID,ROSCOE-SA,ROSCOE-SS,ROSCOE-LI,ROSCOE-LC,overall
0,0.6754717356142275,0.581182062625885,0.01548445224761955,0.35419308301111535,0.40658283337471185
1,0.6676489437327995,0.5696490257978439,0.0025289654731750003,0.3659285743988568,0.4014388773506688
2,0.6786298291030948,0.5813694596290588,0.0484578907489776,0.3724864084091479,0.4202358969725698
3,0.6777699671419511,0.559587133427461,0.04367259144783015,0.3725332627147092,0.4133907386829879
4,0.6663370828639201,0.5700052579243978,0.0026353299617767,0.40656678678542235,0.4113861143838793
5,0.6465622682600339,0.5614555664360523,0.00568956136703485,0.3744598693274636,0.39704181634764624
8,0.6466086770710227,0.5537002639224132,0.01655629277229305,0.33340574520616056,0.38756774474297234
9,0.654990976010853,0.5739158702393373,0.0008286535739898,0.3251106993505385,0.3887115497936796
10,0.6739060109444711,0.5638588918372989,0.0014278888702392,0.3679618935106493,0.40178867129066465
13,0.6509551100658213,0.5600498496399572,0.00149488449096675,0.3429226298959954,0.3888556185231852
14,0.6482779859858415,0.5592141139010588,0.0147074162960052,0.26498807426666493,0.37179689761239265
16,0.6601961373648214,0.5567408644904693,0.01277732849121085,0.24918388835612007,0.36972455467565546
17,0.6476354406742804,0.5629730243235826,0.016944408416748,0.44219113746500227,0.41743600271990333
19,0.6693056535824571,0.5758881053576866,0.0058929622173309,0.3762604876206811,0.4068368021945389
21,0.6650229767694189,0.5653292244921128,0.00536060333251945,0.3327341771430484,0.39211174543427496
22,0.6725188038120933,0.5680036239015559,0.00791028141975395,0.3012155363884363,0.3874120613804599
23,0.6552082991480594,0.5559516710539659,0.00241842865943905,0.37561589099720416,0.39729857246466715
24,0.6629716379089846,0.5606856894058486,0.0049399137496948,0.37067945999276464,0.3998191752643232
25,0.6694791620008553,0.5829853154718876,0.0006763637065887,0.3921895460555912,0.4113325968087307
26,0.6679274918262215,0.580770326157411,0.00340127944946285,0.34864615048102476,0.40018631197853
28,0.671265355180134,0.5696527939289808,0.00960844755172725,0.41537699705545605,0.4164758984290745
29,0.6598397594152619,0.5751579167942206,0.00061613321304315,0.22400951469135055,0.3649058310284691
30,0.6805935894190769,0.579493502775828,0.0041446685791015,0.3432183508424794,0.40186252790412147
33,0.6721404749907608,0.5642553300907215,0.037992596626281704,0.3809293765902223,0.41382944457449655
34,0.6900320069300996,0.580641221255064,0.007565289735794,0.36720301630965885,0.41136038355765414
36,0.6751373978478181,0.5811344993611177,0.0046274363994598,0.4450014875934115,0.4264752053004518
38,0.6550621344057357,0.5557522367065152,0.01193913817405695,0.3847561447404684,0.40187741350669404
39,0.6568285696804088,0.5579866358699898,0.0024378895759582,0.40017580141592096,0.40435722413556946
avg,0.6649401242053761,0.56812105274349,0.010454896305288536,0.35821228537912736,0.4004320896583205
